Review,sentiment
nice  delivered time ,Positive
nice,Positive
bad  broken fast,Negative
nice helpful delay practice ,Positive
nice one,Positive
good it,Positive
good enough ,Positive
nice,Positive
good  seller cooperation wonderful ,Positive
good,Positive
stay slow day game writes slow stand chance,Neutral
bad  bottom side  bad fake  expect yonex ,Negative
excellent ,Positive
original good  ,Positive
superb,Positive
nice ,Positive
super,Positive
yonex std  always,Positive
good nice  ,Positive
excellent,Positive
nice ,Positive
outstanding  osmm experience playing,Positive
worst   break  ,Negative
even better  stronger hence durable  better detaches easily  le durable ,Positive
time keep up,Positive
excellent,Positive
good,Positive
nice,Neutral
thanks lot quick delivery nice experience ,Positive
nice,Positive
really nice,Positive
box one box good base coming one game min game happens  se box ,Negative
good,Positive
awesome,Neutral
 rate good else required that,Positive
awesome  problem price,Positive
good  price high ,Positive
fine,Positive
time  best ,Positive
perfect,Positive
good,Positive
 vey much bad price dosn match  bad ,Negative
good  using mavis compare  weak playing arround min upper material got damaged,Neutral
good ,Positive
 good ,Negative
super hit,Positive
got bad  one ,Neutral
great,Positive
good ,Positive
nice,Positive
nyc,Negative
game new   swinging irregularly,Neutral
worst   shaking playing bad  ,Negative
best market durability le ,Neutral
worst recent time played new ball today two ball bottom tape gone within hour attach image last two delivery worst intermediate player playing double single ball stand atleast two day last two delivery whole ball damaged within day ,Negative
good ,Positive
  good speed high ,Positive
nice,Neutral
good ,Positive
 bottom got broken waste money ,Negative
nice,Positive
good  value money,Positive
good per price,Negative
nice,Positive
good long lasting,Positive
worst  last two day  ,Negative
bad,Negative
got defective got replaced good play ,Positive
poor  bying,Negative
good,Positive
best ,Positive
worst ,Negative
nice  beginner intermediate player good practice ,Positive
 good ,Negative
good ,Positive
best,Positive
 bad lasted even month ,Negative
nice ,Positive
 poor ,Negative
good ,Positive
bad ,Negative
much costlier winter season ,Neutral
amazing s,Positive
good,Positive
nice,Positive
awesome price high,Positive
costly hardly last day ,Positive
excellent,Positive
bad broke game,Negative
good,Positive
good cock,Positive
wonderful job,Positive
good ,Positive
good ,Positive
good ,Positive
 worst purchase ever play one game ,Negative
cock nice long durability value money ,Positive
good,Positive
best  indoor games,Positive
 poor,Negative
good,Positive
good  without confusion,Positive
good ,Positive
  bad,Negative
bad ,Positive
wonderful  ,Positive
good,Positive
good ,Positive
nice  fast delivery,Positive
bad   torn mesh within games,Negative
original,Positive
genuine  performed expected,Positive
full mosti,Positive
nice one,Positive
super,Positive
received original  awesome ,Positive
good,Positive
good,Positive
original,Positive
base  low  ,Negative
 good,Negative
bad colour,Negative
good ,Positive
expected yonex sale default s,Negative
orginal item good,Positive
good  one  play minimum ten gsmes,Positive
best,Positive
really bad experience poor  go it,Negative
super ,Positive
awesome,Positive
support,Positive
best ,Positive
bad  high price acceptable range ,Neutral
perfect,Positive
nice ,Positive
good  ,Positive
 bad breaking easily games,Negative
  purchased online poor compared offline store ,Negative
 slow,Neutral
durable,Neutral
long last nylon ,Positive
good,Positive
good ,Positive
excellent,Positive
genuine  used one luckily,Positive
good,Neutral
good job,Positive
bad ,Positive
nice,Positive
good,Positive
thanks delivery time,Positive
good,Positive
good,Positive
nice,Positive
nice,Positive
great stuff ,Positive
nice tq,Positive
long lasting,Positive
good  price high ,Positive
excellent,Positive
nice,Positive
good,Positive
nice,Positive
nice,Neutral
original yonex  decent price compared market durability much would hardly last match max flight path predictable good option durable comparison feather  ,Positive
mind blowing,Positive
last long normaly one  good day one work day every time  got destroyed always got broke part ,Neutral
good ,Positive
good one like it,Positive
nice s,Positive
got original ,Positive
little slow normal  ,Neutral
well brand,Positive
nice ,Positive
fourth order recieved rupee s,Positive
good,Positive
good ,Positive
good ,Positive
good ,Positive
got broken soon ,Negative
good  ,Positive
good  delivered time ,Positive
good ,Positive
unlike earlier purchase even lasting day ,Negative
low   online ,Negative
look genuine great ,Positive
good ,Positive
 poor ,Negative
good,Negative
superb,Positive
good,Neutral
good  delivery late ,Neutral
original   hesitation,Positive
nice good  service thanks  team ,Positive
super ,Positive
good,Positive
fine,Positive
good,Positive
bad  waste money  ,Negative
nice  delivered day super super super ,Positive
super,Positive
good slow move,Positive
super,Positive
good boy,Positive
nice,Positive
good ,Positive
original  liked it,Positive
durability poor compare ,Neutral
good,Positive
easy play,Positive
nice,Positive
good  original yonex ,Positive
good,Positive
usual good one yonex,Positive
best,Positive
nice  reasonable price flight doesnt alter much even game far better purchased local stores,Positive
excellent,Positive
best  practice,Positive
marvellous  ,Positive
good one,Positive
 good,Negative
super,Positive
good,Positive
good,Positive
awesome  ,Positive
nice,Positive
poor ,Negative
 quantity bad,Negative
good,Positive
nice ,Positive
good,Positive
nice,Positive
best,Positive
good,Negative
good qu,Negative
super,Positive
genuine  thank ,Positive
intermediate player  easily last game without problem used casual outdoor game ,Positive
best ,Positive
bad,Neutral
great seller replacement delivery days,Positive
good ,Positive
nice ,Positive
good,Positive
instead mavis got mavis  also duplicate quite frustrated please   ,Negative
average,Negative
best ,Positive
nice,Positive
amazing price,Positive
 pacaging good thank ,Positive
awesome,Positive
good,Positive
bad,Neutral
excellent,Positive
must  value money,Positive
valuable,Positive
super,Positive
iam order cockes  good speed slow bad ,Negative
good one,Positive
good bottom corck damage early ply sticky believe yonex good ,Neutral
good good,Positive
good ,Positive
worthy,Positive
 good ,Positive
good ,Positive
nice packing good ,Positive
ok,Positive
nice ,Positive
good,Positive
best badminton  nothing better  little expensive best ,Positive
price  high,Neutral
superb,Positive
good,Positive
speed  per standard yonex mavis ,Negative
good ,Positive
good,Positive
good definetely go ,Positive
good,Negative
good awesome delivery nice durability highly recommended ,Positive
 worst ,Neutral
excellent,Positive
best,Positive
bad,Positive
good,Positive
good,Positive
nice,Positive
god,Positive
excellent,Positive
perfect,Positive
good,Positive
think mavis  bad,Negative
good ,Positive
excellent ,Positive
 good,Negative
good,Positive
worst  ,Negative
ok ok,Positive
good one little  required,Positive
good,Positive
perfect play,Positive
tq ok,Positive
genuine  ,Positive
excellent balance,Positive
expensive,Negative
nice,Positive
gud play,Positive
value money  ,Positive
good  really impressed,Positive
superb corck,Positive
good,Positive
good,Positive
play hour daily none lasted whole day poor  ,Negative
super,Positive
use always super ,Positive
nice ,Neutral
bad good average  ,Neutral
nice,Positive
god ,Positive
  good quite genuine ,Positive
good durable ,Positive
one better yonex mavis,Positive
using mavis since year would given star star condition barrel received however  good condition nylon delivery good received item within three day ,Positive
bad packing  complicated,Positive
good,Positive
original made japan,Positive
best beginner professional,Positive
nice  ,Positive
super ,Positive
massive,Positive
nice,Positive
super,Positive
go without second thoughts,Positive
original yonex mavis useless  look branding yonex mavis last games,Negative
good,Positive
excellent,Positive
need mention anything always best,Positive
excellent ,Positive
super  mind blowing,Positive
good s,Positive
 nice,Positive
excellent,Positive
awesome must ,Positive
g od,Positive
good  ,Positive
good,Positive
best ,Positive
good,Positive
nd purchase  good  compared othersi know mavis bought  sturdy nylon skirt get ripped  get loose came single  good use ripped  warm ,Positive
good ,Positive
high durability long lasting ,Positive
long life good ,Positive
good  genuine  ,Positive
supar,Neutral
supper,Positive
nic one,Positive
good,Positive
 good worth every penny ,Positive
good,Positive
player good,Positive
super qulitt,Positive
nice,Positive
good,Positive
nice,Positive
good company brand,Positive
value money,Positive
 good perfect badminton players,Positive
nice item,Positive
good playing ,Positive
good,Positive
superb outdoor nice ,Positive
nice,Positive
value money ,Positive
